Type,Date,Location
Aid Response,09/30/2010,47.611672 -122.336484
Aid Response,09/30/2010,47.575498 -122.38941
Medic Response,09/30/2010,47.605589 -122.329386
Aid Response,09/30/2010,47.614317 -122.316839
Aid Response,09/30/2010,47.672024 -122.254733
Medic Response,09/30/2010,47.523307 -122.269986
4RED - 2 + 1 + 1,09/30/2010,47.624583 -122.356709
Medic Response,09/30/2010,47.603588 -122.322949
Aid Response,09/30/2010,47.64319 -122.324628
Aid Response,09/30/2010,47.603484 -122.332062
Aid Response,09/30/2010,47.633523 -122.277157
Auto Fire Alarm,09/30/2010,47.555097 -122.27537
Aid Response,09/30/2010,47.560197 -122.386805
Auto Fire Alarm,09/30/2010,47.577302 -122.335127
Aid Response,09/30/2010,47.534074 -122.347404
Medic Response,09/30/2010,47.716877 -122.296653
Trans to AMR,09/30/2010,47.667338 -122.380154
Aid Response,09/30/2010,47.655905 -122.399521
Natural Gas Odor,09/30/2010,47.685562 -122.324337
Aid Response,09/30/2010,47.571252 -122.385739
Aid Response,09/30/2010,47.609983 -122.338006
Medic Response,09/30/2010,47.559258 -122.362896
Aid Response,09/30/2010,47.621458 -122.361882
Aid Response,09/30/2010,47.535914 -122.270031
Aid Response,09/30/2010,47.679461 -122.322756
Aid Response,09/30/2010,47.633523 -122.277157
Motor Vehicle Accident,09/30/2010,47.61684 -122.330559
Aid Response,09/30/2010,47.608354 -122.318066
EVENT - Special Event,09/30/2010,47.590144 -122.334195
Auto Fire Alarm,09/30/2010,47.597309 -122.306363
Aid Response,09/30/2010,47.607828 -122.339105
Aid Response,09/30/2010,47.516493 -122.263075
Medic Response,09/30/2010,47.591904 -122.325968
Automatic Fire Alarm False,09/30/2010,47.680621 -122.324759
Motor Vehicle Accident,09/30/2010,47.615287 -122.312766
Automatic Fire Alarm Resd,09/30/2010,47.672537 -122.277916
Aid Response,09/30/2010,47.627434 -122.302247
Medic Response,09/30/2010,47.509829 -122.381508
Automatic Medical Alarm,09/30/2010,47.5869 -122.298079
Aid Response,09/30/2010,47.538759 -122.267229
Medic Response,09/30/2010,47.719433 -122.29273
Aid Response,09/30/2010,47.601773 -122.327656
Trans to AMR,09/30/2010,47.720101 -122.292729
Medic Response,09/30/2010,47.620146 -122.289008
Motor Vehicle Accident,09/30/2010,47.668676 -122.38213
Medic Response,09/30/2010,47.604488 -122.339091
Aid Response,09/30/2010,47.718623 -122.295621
Aid Response,09/30/2010,47.61684 -122.330559
Aid Response,09/30/2010,47.608354 -122.318066
Medic Response,09/30/2010,47.54946 -122.37367
Aid Response,09/30/2010,47.612141 -122.335362
Aid Response,09/30/2010,47.661542 -122.306526
Natural Gas Odor,09/30/2010,47.661533 -122.320727
Aid Response,09/30/2010,47.597517 -122.327675
Aid Response,09/30/2010,47.54887 -122.354722
Auto Fire Alarm,09/30/2010,47.655305 -122.307943
Medic Response,09/30/2010,47.69312 -122.33235
Aid Response,09/30/2010,47.618571 -122.347621
Aid Response,09/30/2010,47.602114 -122.330809
Auto Fire Alarm,09/30/2010,47.616451 -122.314031
Trans to AMR,09/30/2010,47.711283 -122.278607
Aid Response,09/30/2010,47.614288 -122.336155
Medic Response,09/30/2010,47.515178 -122.384693
Automatic Fire Alarm Resd,09/30/2010,47.521181 -122.283689
Aid Response,09/30/2010,47.654136 -122.373602
Medic Response,09/30/2010,47.706054 -122.320508
Medic Response,09/30/2010,47.534078 -122.34707
Medic Response,09/30/2010,47.62763 -122.339952
Medic Response,09/30/2010,47.562527 -122.314815
Aid Response,09/30/2010,47.604615 -122.32228
Medic Response,09/30/2010,47.543629 -122.321353
Aid Response,09/30/2010,47.588033 -122.329991
Medic Response,09/30/2010,47.496513 -122.26055
Auto Fire Alarm,09/30/2010,47.611543 -122.330225
Aid Response,09/30/2010,47.678743 -122.317154
Medic Response,09/30/2010,47.536762 -122.293169
Medic Response,09/30/2010,47.598025 -122.295064
Aid Response,09/30/2010,47.571408 -122.291001
Medic Response,09/30/2010,47.655905 -122.399521
Medic Response,09/30/2010,47.537035 -122.28468
Aid Response,09/30/2010,47.724677 -122.344993
Aid Response,09/30/2010,47.527439 -122.273416
Aid Response,09/30/2010,47.600194 -122.330541
Automatic Medical Alarm,09/30/2010,47.614788 -122.342952
Aid Response,09/30/2010,47.620716 -122.347603
Aid Response,09/30/2010,47.546182 -122.376408
Aid Response,09/30/2010,47.608756 -122.336885
Aid Response,09/30/2010,47.699722 -122.383216
Investigate Out Of Service,09/30/2010,47.697822 -122.349345
Aid Response,09/30/2010,47.538827 -122.369194
Auto Fire Alarm,09/30/2010,47.608878 -122.336996
Medic Response,09/30/2010,47.602172 -122.330863
Aid Response,09/30/2010,47.595693 -122.333273
Aid Response,09/30/2010,47.560172 -122.317346
Aid Response,09/30/2010,47.610743 -122.338702
Trans to AMR,09/30/2010,47.600194 -122.330541
Aid Response,09/30/2010,47.612158 -122.323113
Automatic Fire Alarm False,09/30/2010,47.577302 -122.335127
Aid Response,09/30/2010,47.658315 -122.313207
Aid Response,09/30/2010,47.614088 -122.32682
Trans to AMR,09/30/2010,47.602985 -122.328535
Aid Response Yellow,09/30/2010,47.673968 -122.283445
Aid Response,09/30/2010,47.652159 -122.38739
Auto Fire Alarm,09/30/2010,47.656013 -122.3157
Motor Vehicle Accident,09/30/2010,47.643195 -122.319596
Aid Response,09/30/2010,47.612398 -122.340892
Aid Response,09/30/2010,47.535387 -122.267284
Aid Response,09/30/2010,47.719619 -122.355539
Aid Response,09/30/2010,47.61073 -122.32181
Aid Response Yellow,09/30/2010,47.522531 -122.383165
Medic Response,09/30/2010,47.69605 -122.393067
Aid Response,09/30/2010,47.626322 -122.348863
Auto Fire Alarm,09/30/2010,47.63325 -122.379565
Aid Response,09/30/2010,47.689238 -122.376801
Medic Response,09/30/2010,47.698735 -122.341924
Medic Response,09/30/2010,47.561081 -122.378956
Investigate Out Of Service,10/01/2010,47.615721 -122.336595
Natural Gas Odor,10/01/2010,47.710279 -122.317673
Aid Response,10/01/2010,47.607266 -122.332451
Aid Response,10/01/2010,47.677233 -122.331014
Trans to AMR,10/01/2010,47.612692 -122.345359
Aid Response,10/01/2010,47.590312 -122.334195
Aid Response,10/01/2010,47.656018 -122.316767
"Medic Response, 6 per Rule",10/01/2010,47.705044 -122.339312
Aid Response,10/01/2010,47.664393 -122.283353
Motor Vehicle Accident Freeway,10/01/2010,47.623235 -122.343567
Aid Response,10/01/2010,47.604615 -122.32228
Medic Response,10/01/2010,47.608624 -122.324487
Aid Response,10/01/2010,47.726475 -122.292265
Trans to AMR,10/01/2010,47.602158 -122.330849
Medic Response,10/01/2010,47.662765 -122.299196
Aid Response,10/01/2010,47.606213 -122.32075
TEST - MIS TEST,10/01/2010,47.533685 -122.354063
Auto Fire Alarm,10/01/2010,47.610334 -122.341397
Aid Response,10/01/2010,47.572163 -122.296173
Aid Response,10/01/2010,47.679477 -122.28714
Aid Response,10/01/2010,47.524628 -122.377973
Aid Response,10/01/2010,47.606176 -122.302777
Aid Response,10/01/2010,47.661533 -122.320727
Aid Response,10/01/2010,47.725706 -122.355552
Fire in Single Family Res,10/01/2010,47.678029 -122.315492
Aid Response,10/01/2010,47.612606 -122.345213
Aid Response,10/01/2010,47.691381 -122.317611
Medic Response,10/01/2010,47.636938 -122.344127
Medic Response,10/01/2010,47.567936 -122.363289
Aid Response,10/01/2010,47.618116 -122.347624
Medic Response,10/01/2010,47.658034 -122.390999
Aid Response,10/01/2010,47.549761 -122.363014
Aid Response,10/01/2010,47.614085 -122.31938
Aid Response,10/01/2010,47.658315 -122.313207
Aid Response,10/01/2010,47.650881 -122.321814
Medic Response,10/01/2010,47.543616 -122.3612
Aid Response,10/01/2010,47.60739 -122.332564
Medic Response,10/01/2010,47.542494 -122.357196
Medic Response,10/01/2010,47.676116 -122.38758
Fire in Single Family Res,10/01/2010,47.501346 -122.262291
Medic Response,10/01/2010,47.69429 -122.35534
Aid Response,10/01/2010,47.561849 -122.310818
Aid Response,10/01/2010,47.611207 -122.337592
Aid Response,10/01/2010,47.571393 -122.334194
Aid Response,10/01/2010,47.616891 -122.327275
Aid Response,10/01/2010,47.526164 -122.269983
Aid Response,10/01/2010,47.600194 -122.330541
Medic Response,10/01/2010,47.712305 -122.339596
Aid Response,10/01/2010,47.608081 -122.339337
Aid Response,10/01/2010,47.726993 -122.312016
Aid Response,10/01/2010,47.512442 -122.27005
Aid Response,10/01/2010,47.544239 -122.276859
Aid Response,10/01/2010,47.577728 -122.334202
Aid Response,10/01/2010,47.608776 -122.336904
Auto Fire Alarm,10/01/2010,47.562728 -122.294695
Auto Fire Alarm,10/01/2010,47.661621 -122.311988
Aid Response,10/01/2010,47.604841 -122.324097
Aid Response,10/01/2010,47.546122 -122.379108
Aid Response,10/01/2010,47.726475 -122.292265
Aid Response,10/01/2010,47.539111 -122.378359
Medic Response,10/01/2010,47.712417 -122.303085
Aid Response Yellow,10/01/2010,47.512471 -122.271715
Aid Response,10/01/2010,47.599195 -122.327667
Aid Response,10/01/2010,47.619908 -122.320873
Medic Response,10/01/2010,47.592394 -122.329049
Illegal Burn,10/01/2010,47.624461 -122.307287
Aid Response,10/01/2010,47.659307 -122.400889
Aid Response,10/01/2010,47.63325 -122.379444
Aid Response,10/01/2010,47.523307 -122.269986
Medic Response,10/01/2010,47.526118 -122.286924
Medic Response,10/01/2010,47.603588 -122.322949
Aid Response,10/01/2010,47.721329 -122.296339
Medic Response,10/01/2010,47.575917 -122.294008
Medic Response,10/01/2010,47.509071 -122.378988
Aid Response,10/01/2010,47.623464 -122.319902
Aid Response,10/01/2010,47.627876 -122.357982
Medic Response,10/01/2010,47.52107 -122.376761
Aid Response,10/01/2010,47.601722 -122.334179
Medic Response,10/01/2010,47.618002 -122.329183
Aid Response,10/01/2010,47.675095 -122.403503
Medic Response,10/01/2010,47.620061 -122.341084
Auto Fire Alarm,10/01/2010,47.657727 -122.38741
Trans to AMR,10/01/2010,47.613494 -122.328845
Aid Response,10/01/2010,47.643186 -122.323416
Aid Response,10/01/2010,47.679512 -122.387542
Aid Response,10/01/2010,47.602348 -122.337148
Aid Response,10/01/2010,47.72794 -122.295674
Aid Response,10/01/2010,47.612699 -122.334024
Auto Fire Alarm,10/01/2010,47.613286 -122.316767
Aid Response,10/01/2010,47.693931 -122.30552
Aid Response,10/01/2010,47.652711 -122.303733
Aid Response,10/01/2010,47.699832 -122.344632
4RED - 2 + 1 + 1,10/01/2010,47.660985 -122.346958
Aid Response,10/01/2010,47.596676 -122.32637
Aid Response,10/01/2010,47.58811 -122.333264
Rubbish Fire,10/01/2010,47.614973 -122.32858
Medic Response,10/01/2010,47.520562 -122.353988
Aid Response,10/01/2010,47.573943 -122.294787
Medic Response,10/01/2010,47.615616 -122.334436
Aid Response,10/01/2010,47.599995 -122.314133
Aid Response,10/01/2010,47.543905 -122.284587
Auto Fire Alarm,10/01/2010,47.687101 -122.376794
Aid Response,10/01/2010,47.709566 -122.333402
Medic Response,10/01/2010,47.668521 -122.297256
EVENT - Special Event,10/01/2010,47.590144 -122.334195
Medic Response,10/01/2010,47.643493 -122.39696
Aid Response,10/01/2010,47.616989 -122.330811
Aid Response,10/01/2010,47.612071 -122.332244
Natural Gas Odor,10/01/2010,47.616275 -122.308506
Auto Fire Alarm,10/01/2010,47.65635 -122.323496
Aid Response,10/01/2010,47.620716 -122.347603
Aid Response,10/01/2010,47.709397 -122.309982
Aid Response,10/01/2010,47.528082 -122.355064
Medic Response,10/01/2010,47.606688 -122.336527
Aid Response,10/01/2010,47.602985 -122.328535
Aid Response,10/01/2010,47.664958 -122.320703
Auto Fire Alarm,10/01/2010,47.559314 -122.384189
Aid Response,10/01/2010,47.732097 -122.310026
Aid Response,10/01/2010,47.597512 -122.324406
Aid Response,10/01/2010,47.602114 -122.330809
Aid Response,10/01/2010,47.608821 -122.340013
Aid Response,10/01/2010,47.52286 -122.360823
Aid Response,10/01/2010,47.535914 -122.270031
Motor Vehicle Accident,10/01/2010,47.643961 -122.304098
Aid Response,10/01/2010,47.614171 -122.320782
Aid Response,10/01/2010,47.544058 -122.321215
"Medic Response, 7 per Rule",10/01/2010,47.714275 -122.295136
Aid Response,10/01/2010,47.613528 -122.332042
Medic Response,10/01/2010,47.601716 -122.330265
Medic Response,10/01/2010,47.541287 -122.386458
"Medic Response, 7 per Rule",10/01/2010,47.690681 -122.344523
Auto Fire Alarm,10/01/2010,47.675775 -122.302742
Aid Response,10/01/2010,47.601675 -122.319582
Aid Response,10/01/2010,47.557896 -122.294169
Aid Response,10/01/2010,47.602985 -122.328535
Aid Response,10/01/2010,47.614076 -122.32078
Rescue Elevator,10/01/2010,47.661734 -122.319564
Medic Response,10/01/2010,47.537037 -122.284506
Aid Response,10/01/2010,47.708519 -122.28195
Aid Response,10/01/2010,47.614705 -122.344794
Aid Response Yellow,10/01/2010,47.535641 -122.37962
Medic Response,10/01/2010,47.602985 -122.328535
Aid Response,10/01/2010,47.61665 -122.326801
Aid Response,10/01/2010,47.597517 -122.327675
Aid Response,10/01/2010,47.548334 -122.387148
Medic Response,10/01/2010,47.612944 -122.301177
Auto Fire Alarm,10/01/2010,47.54851 -122.316027
Aid Response,10/01/2010,47.719638 -122.355539
Aid Response,10/01/2010,47.719619 -122.355539
Aid Response,10/01/2010,47.580147 -122.295178
Aid Response,10/01/2010,47.613308 -122.342432
Aid Response,10/01/2010,47.600879 -122.331572
Aid Response,10/01/2010,47.61191 -122.333632
TEST - MIS TEST,10/01/2010,47.533685 -122.354063
Aid Response,10/01/2010,47.674399 -122.328179
Aid Response,10/01/2010,47.633677 -122.356982
Aid Response,10/01/2010,47.672818 -122.40635
Aid Response,10/01/2010,47.604101 -122.331092
1RED 1 Unit,10/01/2010,47.655809 -122.379355
"Medic Response, 6 per Rule",10/01/2010,47.557073 -122.386895
Aid Response,10/01/2010,47.618801 -122.311432
Auto Fire Alarm,10/01/2010,47.626322 -122.348863
Aid Response,10/01/2010,47.549741 -122.284955
Aid Response,10/01/2010,47.600883 -122.33353
Medic Response,10/01/2010,47.610278 -122.339812
Aid Response,10/01/2010,47.596499 -122.322456
Aid Response,10/01/2010,47.529367 -122.269988
Aid Response,10/01/2010,47.701756 -122.335022
Aid Response Yellow,10/01/2010,47.679461 -122.322756
Automatic Fire Alarm Resd,10/01/2010,47.672451 -122.28084
Auto Fire Alarm,10/01/2010,47.609847 -122.340843
Aid Response,10/01/2010,47.597861 -122.296281
Aid Response,10/01/2010,47.689025 -122.339122
Aid Response,10/01/2010,47.624265 -122.334285
"Medic Response, 7 per Rule",10/01/2010,47.61055 -122.329318
Auto Fire Alarm,10/01/2010,47.620814 -122.332852
Aid Response,10/01/2010,47.686891 -122.374351
Medic Response,10/01/2010,47.677601 -122.280793
Aid Response,10/01/2010,47.620961 -122.361282
Medic Response,10/01/2010,47.512471 -122.271715
Medic Response,10/01/2010,47.538872 -122.284744
Automatic Fire Alarm False,10/01/2010,47.612443 -122.338984
Motor Vehicle Accident,10/01/2010,47.705051 -122.344694
Aid Response,10/01/2010,47.608444 -122.331995
Medic Response,10/01/2010,47.574386 -122.333993
Natural Gas Odor,10/01/2010,47.553362 -122.313474
Automatic Fire Alarm Resd,10/01/2010,47.597869 -122.299925
Aid Response,10/01/2010,47.550091 -122.335265
Aid Response,10/01/2010,47.619744 -122.348859
Trans to AMR,10/01/2010,47.608073 -122.320755
Aid Response,10/01/2010,47.701675 -122.2737
Medic Response,10/01/2010,47.595541 -122.298643
Medic Response,10/01/2010,47.651291 -122.342642
Aid Response,10/01/2010,47.617762 -122.333957
Auto Fire Alarm,10/01/2010,47.691096 -122.402701
Aid Response,10/01/2010,47.553825 -122.280571
Aid Response,10/01/2010,47.723245 -122.357638
Auto Fire Alarm,10/01/2010,47.601718 -122.331581
Medic Response,10/01/2010,47.587712 -122.292559
Medic Response,10/01/2010,47.513313 -122.258213
Medic Response,10/01/2010,47.702577 -122.328518
Automatic Fire Alarm Resd,10/01/2010,47.579634 -122.294159
Auto Fire Alarm,10/01/2010,47.598138 -122.32506
Medic Response,10/01/2010,47.526142 -122.37971
Aid Response,10/01/2010,47.602348 -122.337148
Medic Response,10/01/2010,47.547356 -122.288884
Aid Response,10/01/2010,47.606176 -122.310249
Aid Response,10/01/2010,47.599189 -122.317223
Automatic Fire Alarm False,10/01/2010,47.623417 -122.330437
Medic Response,10/01/2010,47.7258 -122.290893
Medic Response,10/01/2010,47.535387 -122.267284
Natural Gas Leak,10/01/2010,47.731996 -122.289707
Auto Fire Alarm,10/01/2010,47.65153 -122.388739
Aid Response,10/01/2010,47.708608 -122.325549
Aid Response,10/01/2010,47.661277 -122.314286
Aid Response,10/01/2010,47.539799 -122.272641
Aid Response,10/01/2010,47.614249 -122.326818
Aid Response,10/01/2010,47.613011 -122.326948
Aid Response,10/01/2010,47.726864 -122.348012
Aid Response,10/01/2010,47.612626 -122.341277
Motor Vehicle Accident,10/01/2010,47.618592 -122.352839
Aid Response,10/01/2010,47.613037 -122.326981
Aid Response,10/01/2010,47.663655 -122.368611
Motor Vehicle Accident,10/01/2010,47.719263 -122.292337
Auto Fire Alarm,10/01/2010,47.656231 -122.362083
Rescue Heavy,10/01/2010,47.571142 -122.35688
Aid Response,10/01/2010,47.661269 -122.31313
Medic Response,10/01/2010,47.661269 -122.313049
Medic Response,10/01/2010,47.599186 -122.327667
Investigate Out Of Service,10/01/2010,47.655531 -122.371295
Aid Response,10/01/2010,47.583976 -122.325974
Aid Response,10/01/2010,47.626322 -122.348863
Medic Response,10/01/2010,47.614057 -122.334061
Medic Response,10/01/2010,47.663371 -122.313098
Aid Response Yellow,10/01/2010,47.712167 -122.312433
Aid Response,10/01/2010,47.732802 -122.345082
Medic Response,10/01/2010,47.716088 -122.312566
Aid Response,10/01/2010,47.694335 -122.372756
Aid Response,10/02/2010,47.612669 -122.345319
Aid Response,10/02/2010,47.599195 -122.327667
Trans to AMR,10/02/2010,47.708899 -122.320568
Aid Response,10/02/2010,47.613308 -122.342432
Medic Response,10/02/2010,47.60739 -122.332564
Aid Response,10/02/2010,47.601718 -122.331581
Aid Response,10/02/2010,47.66707 -122.301946
Aid Response,10/02/2010,47.681051 -122.349329
Aid Response,10/02/2010,47.57981 -122.333269
Investigate Out Of Service,10/02/2010,47.581192 -122.389239
Aid Response,10/02/2010,47.573007 -122.293754
Aid Response,10/02/2010,47.672779 -122.406345
Medic Response,10/02/2010,47.596303 -122.301171
Aid Response,10/02/2010,47.546746 -122.280586
Aid Response,10/02/2010,47.615659 -122.318166
Medic Response,10/02/2010,47.546118 -122.290286
Medic Response,10/02/2010,47.529877 -122.280756
Medic Response,10/02/2010,47.603237 -122.337944
Medic Response,10/02/2010,47.613167 -122.342193
Aid Response,10/02/2010,47.675777 -122.304419
Auto Fire Alarm,10/02/2010,47.610903 -122.326571
Motor Vehicle Accident,10/02/2010,47.608011 -122.303722
Medic Response,10/02/2010,47.675327 -122.263686
Aid Response,10/02/2010,47.611683 -122.308865
Aid Response,10/02/2010,47.723244 -122.357555
Aid Response,10/02/2010,47.586175 -122.325975
Aid Response,10/02/2010,47.705084 -122.355453
Aid Response,10/02/2010,47.60795 -122.32846
Aid Response,10/02/2010,47.723463 -122.339585
Automatic Fire Alarm Resd,10/02/2010,47.527968 -122.350578
Medic Response,10/02/2010,47.717765 -122.285306
Aid Response,10/02/2010,47.663374 -122.305457
Medic Response,10/02/2010,47.708646 -122.331314
Aid Response,10/02/2010,47.545436 -122.387209
Medic Response,10/02/2010,47.544137 -122.2699
Auto Fire Alarm,10/02/2010,47.706854 -122.336206
